_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TIMESTAMP,TIMESTAMP,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP
67cadfff626a6f1e64037210,RELIANCE,EQ,N,2025-03-07,2025-03-06T18:30:00.000Z,1254.8,1212.0,1216.0,1249.8,1246.4,1209.6,16474965,20494065096.8,3217.6,1156.0,424924,INE002A01018,2025-03-07T12:01:03.905Z,2025-03-07T12:01:03.905Z,0,,1243.95,07-Mar-2025
67c98e7f03d16c628ad79824,RELIANCE,EQ,N,2025-03-06,2025-03-05T18:30:00.000Z,1213.95,1185.15,1197.0,1209.6,1211.5,1175.6,14468014,17347917723.2,3217.6,1156.0,250467,INE002A01018,2025-03-06T12:01:03.566Z,2025-03-06T12:01:03.566Z,0,,1199.05,06-Mar-2025
67c83d00b8d0e1393ccd9a8a,RELIANCE,EQ,N,2025-03-05,2025-03-04T18:30:00.000Z,1183.0,1157.0,1161.0,1175.6,1177.15,1161.9,8664095,10166451492.55,3217.6,1156.0,196774,INE002A01018,2025-03-05T12:01:04.390Z,2025-03-05T12:01:04.390Z,0,,1173.4,05-Mar-2025
67c6eb7f6273a0e39c3464f5,RELIANCE,EQ,N,2025-03-04,2025-03-03T18:30:00.000Z,1174.0,1159.55,1162.2,1161.9,1160.45,1171.25,11377373,13253711939.15,3217.6,1156.0,275459,INE002A01018,2025-03-04T12:01:03.620Z,2025-03-04T12:01:03.620Z,0,,1164.92,04-Mar-2025
67c59a0773297e84645ce844,RELIANCE,EQ,N,2025-03-03,2025-03-02T18:30:00.000Z,1206.45,1156.0,1204.0,1171.25,1174.0,1200.1,17944938,20969945818.55,3217.6,1156.0,682013,INE002A01018,2025-03-03T12:01:11.871Z,2025-03-03T12:01:11.871Z,0,,1168.57,03-Mar-2025
67c1a57fd7d0f984cb109b1e,RELIANCE,EQ,N,2025-02-28,2025-02-27T18:30:00.000Z,1217.35,1193.3,1202.0,1200.1,1198.0,1207.1,23007298,27738125737.6,3217.6,1193.3,355378,INE002A01018,2025-02-28T12:01:03.811Z,2025-02-28T12:01:03.811Z,0,,1205.62,28-Feb-2025
67c053ff184940d9be682ead,RELIANCE,EQ,N,2025-02-27,2025-02-26T18:30:00.000Z,1215.0,1200.65,1212.8,1207.1,1208.0,1204.0,11509215,13883637029.45,3217.6,1193.35,236188,INE002A01018,2025-02-27T12:01:03.712Z,2025-02-27T12:01:03.712Z,0,,1206.31,27-Feb-2025
67bdb100dddbb6bca9964afc,RELIANCE,EQ,N,2025-02-25,2025-02-24T18:30:00.000Z,1221.0,1201.5,1211.0,1204.0,1202.0,1214.55,11552182,13973492939.8,3217.6,1193.35,213192,INE002A01018,2025-02-25T12:01:04.821Z,2025-02-25T12:01:04.821Z,0,,1209.6,25-Feb-2025
67bc5f7fdddbb6bca99625f4,RELIANCE,EQ,N,2025-02-24,2025-02-23T18:30:00.000Z,1223.25,1210.5,1216.55,1214.55,1215.0,1228.15,7172498,8721021715.35,3217.6,1193.35,200264,INE002A01018,2025-02-24T12:01:03.492Z,2025-02-24T12:01:03.492Z,0,,1215.9,24-Feb-2025
67b86aff2793167e388d06e8,RELIANCE,EQ,N,2025-02-21,2025-02-20T18:30:00.000Z,1240.0,1222.15,1228.7,1228.15,1226.9,1233.0,6904025,8501382497.7,3217.6,1193.35,213824,INE002A01018,2025-02-21T12:01:03.794Z,2025-02-21T12:01:03.794Z,0,,1231.37,21-Feb-2025
