_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TIMESTAMP,TIMESTAMP,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
6842d60b9946e2885cf62e8a,TCS,EQ,N,2025-06-06,2025-06-05T18:30:00.000Z,3390.9,3358.7,3371.1,3384.2,3388.0,3371.1,2070390,6990855288.4,4592.25,3056.05,94941,INE467B01029,2025-06-06T11:50:35.766Z,2025-06-06T11:50:35.766Z,0,,3376.59,06-Jun-2025,
6841848b9a6028178c29f6eb,TCS,EQ,N,2025-06-05,2025-06-04T18:30:00.000Z,3409.0,3363.7,3409.0,3371.1,3374.0,3380.9,3584683,12117623680.0,4592.25,3056.05,129913,INE467B01029,2025-06-05T11:50:35.097Z,2025-06-05T11:50:35.097Z,0,,3380.39,05-Jun-2025,
68403419f8805773fac6e465,TCS,EQ,N,2025-06-04,2025-06-03T18:30:00.000Z,3394.8,3370.0,3389.0,3380.9,3381.0,3405.2,2544807,8608717239.6,4592.25,3056.05,185107,INE467B01029,2025-06-04T11:55:05.184Z,2025-06-04T11:55:05.184Z,0,,3382.86,04-Jun-2025,"[{'symbol': 'TCS', 'series': 'EQ', 'ind': '-', 'faceVal': '1', 'subject': 'Dividend - Rs 30 Per Share', 'exDate': '04-Jun-2025', 'recDate': '04-Jun-2025', 'bcStartDate': '-', 'bcEndDate': '-', 'ndStartDate': '-', 'comp': 'Tata Consultancy Services Limited', 'isin': 'INE467B01029', 'ndEndDate': '-', 'caBroadcastDate': None}]"
683ee18b50e76e71351c8815,TCS,EQ,N,2025-06-03,2025-06-02T18:30:00.000Z,3473.5,3400.5,3446.0,3405.2,3411.4,3449.8,2848125,9736154029.8,4592.25,3056.05,195278,INE467B01029,2025-06-03T11:50:35.623Z,2025-06-03T11:50:35.623Z,0,,3418.44,03-Jun-2025,
683d900b0c5070bb8d93188c,TCS,EQ,N,2025-06-02,2025-06-01T18:30:00.000Z,3460.0,3418.6,3450.0,3449.8,3445.8,3463.4,1877585,6461635240.3,4592.25,3056.05,105414,INE467B01029,2025-06-02T11:50:35.924Z,2025-06-02T11:50:35.924Z,0,,3441.46,02-Jun-2025,
68399e0096d3ed0d0efbf09d,TCS,EQ,N,2025-05-30,2025-05-29T18:30:00.000Z,3506.7,3453.1,3490.0,3463.4,3460.0,3498.1,3404365,11826074213.6,4592.25,3056.05,104081,INE467B01029,2025-05-30T12:01:04.918Z,2025-05-30T12:01:04.918Z,0,,3473.8,30-May-2025,
68384c6283e3b07d6ac5c628,TCS,EQ,N,2025-05-29,2025-05-28T18:30:00.000Z,3532.5,3486.5,3504.7,3498.1,3494.0,3497.7,3188072,11159021439.9,4592.25,3056.05,146463,INE467B01029,2025-05-29T12:00:34.392Z,2025-05-29T12:00:34.392Z,0,,3500.24,29-May-2025,
6836fae718d296368fd013b0,TCS,EQ,N,2025-05-28,2025-05-27T18:30:00.000Z,3529.0,3493.0,3520.0,3497.7,3500.1,3498.7,1222933,4281880586.6,4592.25,3056.05,80594,INE467B01029,2025-05-28T12:00:39.584Z,2025-05-28T12:00:39.584Z,0,,3501.32,28-May-2025,
6835a96539be46f2e3d4fca8,TCS,EQ,N,2025-05-27,2025-05-26T18:30:00.000Z,3540.0,3483.1,3532.0,3498.7,3501.0,3537.3,2467680,8637718829.7,4592.25,3056.05,165908,INE467B01029,2025-05-27T12:00:37.754Z,2025-05-27T12:00:37.754Z,0,,3500.34,27-May-2025,
683457e3f73213993367e4b9,TCS,EQ,N,2025-05-26,2025-05-25T18:30:00.000Z,3545.0,3510.1,3521.0,3537.3,3538.0,3514.6,967470,3421330419.5,4592.25,3056.05,67043,INE467B01029,2025-05-26T12:00:35.451Z,2025-05-26T12:00:35.451Z,0,,3536.37,26-May-2025,
