_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TIMESTAMP,TIMESTAMP,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
688b588a9492fc935d451ae1,WIPRO,EQ,N,2025-07-31,2025-07-30T18:30:00.000Z,250.15,246.05,248.1,248.3,248.25,250.2,7338764,1820687604.85,596,228,84657,INE075A01022,2025-07-31T11:50:34.088Z,2025-07-31T11:50:34.088Z,0,,248.09,31-Jul-2025,
688a0709c451c0ecc3665c68,WIPRO,EQ,N,2025-07-30,2025-07-29T18:30:00.000Z,252.5,249.2,251.45,250.2,250.25,251.8,6057152,1517902405.05,596,228,63965,INE075A01022,2025-07-30T11:50:33.970Z,2025-07-30T11:50:33.970Z,0,,250.6,30-Jul-2025,
6888b589af5116d0b853b472,WIPRO,EQ,N,2025-07-29,2025-07-28T18:30:00.000Z,252.7,247.25,249.2,251.8,251.35,250.05,12923128,3234279921.75,596,228,87366,INE075A01022,2025-07-29T11:50:33.649Z,2025-07-29T11:50:33.649Z,0,,250.27,29-Jul-2025,
68876409aaf2cbd06213256a,WIPRO,EQ,N,2025-07-28,2025-07-27T18:30:00.000Z,254.0,249.0,254.0,250.05,250.2,259.2,8998911,2258476673.45,596,228,122372,INE075A01022,2025-07-28T11:50:33.316Z,2025-07-28T11:50:33.316Z,0,,250.97,28-Jul-2025,"[{'symbol': 'WIPRO', 'series': 'EQ', 'ind': '-', 'faceVal': '2', 'subject': 'Interim Dividend - Rs 5 Per Share', 'exDate': '28-Jul-2025', 'recDate': '28-Jul-2025', 'bcStartDate': '-', 'bcEndDate': '-', 'ndStartDate': '-', 'comp': 'Wipro Limited', 'isin': 'INE075A01022', 'ndEndDate': '-', 'caBroadcastDate': None}]"
68839e8bb1cee456225929b5,WIPRO,EQ,N,2025-07-25,2025-07-24T18:30:00.000Z,262.05,256.05,261.8,259.2,259.7,261.85,8427780,2178070395.0,596,228,96017,,2025-07-25T15:11:07.093Z,2025-07-25T15:11:07.093Z,0,,258.44,25-Jul-2025,
68835ccdb1cee4562258d781,WIPRO,EQ,N,2025-07-24,2025-07-23T18:30:00.000Z,263.4,260.25,262.0,261.85,262.2,261.4,8139900,2130063848.6,596,228,70205,,2025-07-25T10:30:37.248Z,2025-07-25T10:30:37.248Z,0,,261.68,24-Jul-2025,
6880fdc5b1cee45622575a0d,WIPRO,EQ,N,2025-07-23,2025-07-22T18:30:00.000Z,261.75,258.15,260.25,261.4,261.0,259.7,6510321,1694412083.5,596,228,56622,,2025-07-23T15:20:37.101Z,2025-07-23T15:20:37.101Z,0,,260.27,23-Jul-2025,
687fad535063d21edf98a591,WIPRO,EQ,N,2025-07-22,2025-07-21T18:30:00.000Z,262.15,258.75,261.7,259.7,260.1,260.35,6724044,1748265688.45,596,228,68578,,2025-07-22T15:25:07.473Z,2025-07-22T15:25:07.473Z,0,,260.0,22-Jul-2025,
687f684d5063d21edf97974a,WIPRO,EQ,N,2025-07-21,2025-07-20T18:30:00.000Z,267.15,259.2,266.95,260.35,260.9,266.95,12190000,3182255780.25,596,228,105649,,2025-07-22T10:30:37.747Z,2025-07-22T10:30:37.747Z,0,,261.05,21-Jul-2025,
687a3509c5771dcface7c4d8,WIPRO,EQ,N,2025-07-18,2025-07-17T18:30:00.000Z,271.9,265.6,268.6,266.95,266.35,260.6,30319126,8117610424.4,596,228,206966,INE075A01022,2025-07-18T11:50:33.187Z,2025-07-18T11:50:33.187Z,0,,267.74,18-Jul-2025,
6878e38975ea896a8259e899,WIPRO,EQ,N,2025-07-17,2025-07-16T18:30:00.000Z,264.35,258.0,263.85,260.6,258.75,262.8,7484171,1955484450.3,596,228,76199,INE075A01022,2025-07-17T11:50:33.693Z,2025-07-17T11:50:33.693Z,0,,261.28,17-Jul-2025,
68779209eed1e2d6bc2f706c,WIPRO,EQ,N,2025-07-16,2025-07-15T18:30:00.000Z,264.0,256.05,257.4,262.8,263.0,257.4,12179338,3181797760.85,596,228,84066,INE075A01022,2025-07-16T11:50:33.039Z,2025-07-16T11:50:33.039Z,0,,261.25,16-Jul-2025,
68764088b70b96de2ce8c08f,WIPRO,EQ,N,2025-07-15,2025-07-14T18:30:00.000Z,259.85,252.8,254.0,257.4,257.5,254.25,8750149,2248868865.75,596,228,83644,INE075A01022,2025-07-15T11:50:32.705Z,2025-07-15T11:50:32.705Z,0,,257.01,15-Jul-2025,
6874ef090a4c53b7e3076e03,WIPRO,EQ,N,2025-07-14,2025-07-13T18:30:00.000Z,259.55,251.65,258.3,254.25,254.25,258.3,10388421,2640178539.2,596,228,111556,INE075A01022,2025-07-14T11:50:33.034Z,2025-07-14T11:50:33.034Z,0,,254.15,14-Jul-2025,
